name,fuzzies,base_eq,fuzzy_eq,fuzzy_neq,fuzzy_err,top_i
spider/ship_1/0016,16,-3,0,0,0,
spider/college_1/0020,16,-3,0,0,0,
spider/csu_1/0019,16,-3,0,0,0,
spider/local_govt_mdm/0005,16,-3,0,0,0,
spider/voter_2/0008,16,-3,0,0,0,
spider/driving_school/0019,16,-3,0,0,0,
spider/cinema/0013,16,-3,0,0,0,
spider/chinook_1/0011,16,-3,0,0,0,
spider/cre_Docs_and_Epenses/0004,16,-3,0,0,0,
spider/election/0015,16,-3,0,0,0,
spider/twitter_1/0022,16,-3,0,0,0,
spider/e_government/0006,16,-3,0,0,0,
spider/club_1/0005,16,-3,0,0,0,
spider/apartment_rentals/0029,16,-3,0,0,0,
spider/bike_1/0005,16,-3,0,0,0,
spider/company_office/0010,16,-3,0,0,0,
spider/dorm_1/0004,16,-3,0,0,0,
spider/department_store/0040,16,-3,0,0,0,
spider/restaurant_1/0019,16,-3,0,0,0,
spider/race_track/0005,16,-3,0,0,0,
spider/chinook_1/0009,16,-3,0,0,0,
spider/architecture/0009,16,-3,0,0,0,
spider/college_2/0081,16,-3,0,0,0,
spider/roller_coaster/0007,16,-3,0,0,0,
spider/college_2/0068,16,-3,0,0,0,
spider/customers_and_invoices/0036,16,-3,0,0,0,
spider/voter_2/0019,16,-3,0,0,0,
spider/aircraft/0008,16,-3,0,0,0,
spider/twitter_1/0025,16,-3,0,0,0,
spider/farm/0004,16,-3,0,0,0,
spider/race_track/0007,16,-3,0,0,0,
spider/college_1/0068,16,-3,0,0,0,
spider/allergy_1/0037,16,-3,0,0,0,
spider/music_1/0012,16,-3,0,0,0,
spider/apartment_rentals/0028,16,-3,0,0,0,
spider/product_catalog/0021,16,-3,0,0,0,
spider/tracking_grants_for_research/0033,16,-3,0,0,0,
spider/election/0018,16,-3,0,0,0,
spider/club_1/0023,16,-3,0,0,0,
spider/city_record/0020,16,-3,0,0,0,
spider/flight_company/0009,16,-3,0,0,0,
spider/candidate_poll/0016,16,-3,0,0,0,
spider/activity_1/0020,16,-3,0,0,0,
spider/customers_and_invoices/0012,16,-3,0,0,0,
